idsoil_data,probe,temperature,moisture,reading_time
3017,1,42,43,"2014-06-23 08:34:12"
3018,2,69,37,"2014-06-23 08:34:12"
3019,3,77,34,"2014-06-23 08:34:12"
3020,4,64,35,"2014-06-23 08:34:12"
3021,1,31,25,"2014-06-23 10:41:54"
3022,2,37,44,"2014-06-23 10:41:54"
3023,3,85,34,"2014-06-23 10:41:54"
3024,4,67,44,"2014-06-23 10:41:54"
3025,1,44,33,"2014-06-23 15:23:52"
3026,2,58,38,"2014-06-23 15:23:52"
3027,3,51,29,"2014-06-23 15:23:52"
3028,4,89,38,"2014-06-23 15:23:52"
3029,1,80,26,"2014-06-24 00:13:49"
3030,2,88,34,"2014-06-24 00:13:49"
3031,3,58,35,"2014-06-24 00:13:49"
3032,4,48,37,"2014-06-24 00:13:49"
3033,1,51,43,"2014-06-24 00:34:46"
3034,2,35,31,"2014-06-24 00:34:46"
3035,3,71,28,"2014-06-24 00:34:46"
3036,4,50,31,"2014-06-24 00:34:46"
3037,1,65,39,"2014-06-24 09:04:34"
3038,2,34,31,"2014-06-24 09:04:34"
3039,3,36,30,"2014-06-24 09:04:34"
3040,4,88,44,"2014-06-24 09:04:34"
3041,1,50,26,"2014-06-24 18:49:11"
3042,2,39,37,"2014-06-24 18:49:11"
3043,3,56,33,"2014-06-24 18:49:11"
3044,4,89,31,"2014-06-24 18:49:11"
3045,1,68,32,"2014-06-24 20:23:53"
3046,2,71,29,"2014-06-24 20:23:53"
3047,3,82,29,"2014-06-24 20:23:53"
3048,4,47,26,"2014-06-24 20:23:53"
3049,1,64,36,"2014-06-25 05:17:05"
3050,2,41,36,"2014-06-25 05:17:05"
3051,3,80,44,"2014-06-25 05:17:05"
3052,4,51,38,"2014-06-25 05:17:05"
3053,1,66,27,"2014-06-25 07:36:58"
3054,2,78,40,"2014-06-25 07:36:58"
3055,3,60,31,"2014-06-25 07:36:58"
3056,4,32,31,"2014-06-25 07:36:58"
3057,1,57,41,"2014-06-25 09:41:11"
3058,2,88,27,"2014-06-25 09:41:11"
3059,3,52,25,"2014-06-25 09:41:11"
3060,4,44,32,"2014-06-25 09:41:11"
3061,1,40,33,"2014-06-25 19:27:43"
3062,2,50,36,"2014-06-25 19:27:43"
3063,3,61,34,"2014-06-25 19:27:43"
3064,4,43,39,"2014-06-25 19:27:43"
3065,1,51,30,"2014-06-25 23:31:44"
3066,2,69,33,"2014-06-25 23:31:44"
3067,3,89,31,"2014-06-25 23:31:44"
3068,4,73,44,"2014-06-25 23:31:44"
3069,1,76,38,"2014-06-26 06:53:32"
3070,2,71,43,"2014-06-26 06:53:32"
3071,3,66,25,"2014-06-26 06:53:32"
3072,4,55,42,"2014-06-26 06:53:32"
3073,1,49,35,"2014-06-26 14:45:44"
3074,2,69,42,"2014-06-26 14:45:44"
3075,3,40,41,"2014-06-26 14:45:44"
3076,4,67,27,"2014-06-26 14:45:44"
3077,1,84,34,"2014-06-26 22:43:03"
3078,2,77,35,"2014-06-26 22:43:03"
3079,3,36,28,"2014-06-26 22:43:03"
3080,4,72,36,"2014-06-26 22:43:03"
3081,1,44,28,"2014-06-27 07:50:29"
3082,2,54,44,"2014-06-27 07:50:29"
3083,3,41,31,"2014-06-27 07:50:29"
3084,4,45,25,"2014-06-27 07:50:29"
3085,1,75,44,"2014-06-27 15:52:08"
3086,2,65,38,"2014-06-27 15:52:08"
3087,3,45,28,"2014-06-27 15:52:08"
3088,4,76,40,"2014-06-27 15:52:08"
3089,1,35,38,"2014-06-28 01:10:04"
3090,2,57,37,"2014-06-28 01:10:04"
3091,3,40,43,"2014-06-28 01:10:04"
3092,4,38,42,"2014-06-28 01:10:04"
3093,1,86,26,"2014-06-28 11:31:32"
3094,2,47,31,"2014-06-28 11:31:32"
3095,3,63,27,"2014-06-28 11:31:32"
3096,4,60,39,"2014-06-28 11:31:32"
3097,1,79,34,"2014-06-28 15:08:54"
3098,2,70,44,"2014-06-28 15:08:54"
3099,3,71,37,"2014-06-28 15:08:54"
3100,4,38,37,"2014-06-28 15:08:54"
3101,1,42,35,"2014-06-28 17:59:21"
3102,2,55,44,"2014-06-28 17:59:21"
3103,3,38,31,"2014-06-28 17:59:21"
3104,4,49,28,"2014-06-28 17:59:21"
3105,1,80,25,"2014-06-28 22:49:05"
3106,2,61,37,"2014-06-28 22:49:05"
3107,3,79,29,"2014-06-28 22:49:05"
3108,4,34,37,"2014-06-28 22:49:05"
3109,1,82,30,"2014-06-29 01:11:37"
3110,2,62,27,"2014-06-29 01:11:37"
3111,3,41,42,"2014-06-29 01:11:37"
3112,4,53,28,"2014-06-29 01:11:37"
3113,1,47,39,"2014-06-29 08:53:39"
3114,2,81,26,"2014-06-29 08:53:39"
3115,3,53,40,"2014-06-29 08:53:39"
3116,4,43,26,"2014-06-29 08:53:39"
3117,1,46,27,"2014-06-29 13:17:35"
3118,2,88,34,"2014-06-29 13:17:35"
3119,3,61,34,"2014-06-29 13:17:35"
3120,4,37,25,"2014-06-29 13:17:35"
3121,1,45,42,"2014-06-29 18:38:23"
3122,2,70,43,"2014-06-29 18:38:23"
3123,3,35,43,"2014-06-29 18:38:23"
3124,4,62,41,"2014-06-29 18:38:23"
3125,1,50,40,"2014-06-30 05:17:55"
3126,2,88,31,"2014-06-30 05:17:55"
3127,3,66,33,"2014-06-30 05:17:55"
3128,4,30,36,"2014-06-30 05:17:55"
3129,1,47,26,"2014-06-30 08:01:25"
3130,2,55,32,"2014-06-30 08:01:25"
3131,3,85,41,"2014-06-30 08:01:25"
3132,4,43,41,"2014-06-30 08:01:25"
3133,1,89,29,"2014-06-30 15:02:54"
3134,2,33,37,"2014-06-30 15:02:54"
3135,3,30,26,"2014-06-30 15:02:54"
3136,4,59,25,"2014-06-30 15:02:54"
3137,1,85,41,"2014-06-30 18:02:54"
3138,2,84,32,"2014-06-30 18:02:54"
3139,3,43,33,"2014-06-30 18:02:54"
3140,4,50,25,"2014-06-30 18:02:54"
3141,1,80,33,"2014-07-01 00:00:32"
3142,2,43,44,"2014-07-01 00:00:32"
3143,3,65,26,"2014-07-01 00:00:32"
3144,4,84,32,"2014-07-01 00:00:32"
3145,1,83,41,"2014-07-01 01:21:01"
3146,2,59,44,"2014-07-01 01:21:01"
3147,3,32,39,"2014-07-01 01:21:01"
3148,4,80,27,"2014-07-01 01:21:01"
3149,1,36,40,"2014-07-01 03:17:25"
3150,2,65,31,"2014-07-01 03:17:25"
3151,3,44,34,"2014-07-01 03:17:25"
3152,4,58,38,"2014-07-01 03:17:25"
3153,1,78,31,"2014-07-01 11:02:34"
3154,2,81,38,"2014-07-01 11:02:34"
3155,3,62,26,"2014-07-01 11:02:34"
3156,4,47,28,"2014-07-01 11:02:34"
3157,1,41,26,"2014-07-01 21:36:23"
3158,2,44,43,"2014-07-01 21:36:23"
3159,3,30,26,"2014-07-01 21:36:23"
3160,4,34,37,"2014-07-01 21:36:23"
3161,1,88,27,"2014-07-02 06:51:11"
3162,2,60,41,"2014-07-02 06:51:11"
3163,3,43,39,"2014-07-02 06:51:11"
3164,4,53,26,"2014-07-02 06:51:11"
3165,1,80,25,"2014-07-02 17:12:23"
3166,2,83,32,"2014-07-02 17:12:23"
3167,3,62,44,"2014-07-02 17:12:23"
3168,4,81,40,"2014-07-02 17:12:23"
3169,1,79,35,"2014-07-02 21:04:39"
3170,2,76,41,"2014-07-02 21:04:39"
3171,3,86,31,"2014-07-02 21:04:39"
3172,4,65,27,"2014-07-02 21:04:39"
3173,1,61,35,"2014-07-03 05:10:18"
3174,2,78,28,"2014-07-03 05:10:18"
3175,3,69,30,"2014-07-03 05:10:18"
3176,4,61,31,"2014-07-03 05:10:18"
3177,1,81,41,"2014-07-03 14:26:23"
3178,2,44,25,"2014-07-03 14:26:23"
3179,3,84,37,"2014-07-03 14:26:23"
3180,4,50,43,"2014-07-03 14:26:23"
3181,1,30,41,"2014-07-03 17:29:30"
3182,2,47,34,"2014-07-03 17:29:30"
3183,3,40,42,"2014-07-03 17:29:30"
3184,4,78,40,"2014-07-03 17:29:30"
3185,1,86,30,"2014-07-03 23:01:09"
3186,2,30,27,"2014-07-03 23:01:09"
3187,3,89,33,"2014-07-03 23:01:09"
3188,4,41,28,"2014-07-03 23:01:09"
3189,1,33,36,"2014-07-04 07:25:23"
3190,2,73,41,"2014-07-04 07:25:23"
3191,3,54,30,"2014-07-04 07:25:23"
3192,4,63,37,"2014-07-04 07:25:23"
3193,1,63,39,"2014-07-04 08:19:44"
3194,2,86,39,"2014-07-04 08:19:44"
3195,3,81,26,"2014-07-04 08:19:44"
3196,4,39,25,"2014-07-04 08:19:44"
3197,1,89,28,"2014-07-04 09:40:49"
3198,2,41,41,"2014-07-04 09:40:49"
3199,3,33,42,"2014-07-04 09:40:49"
3200,4,83,31,"2014-07-04 09:40:49"
3201,1,79,33,"2014-07-04 19:29:45"
3202,2,47,43,"2014-07-04 19:29:45"
3203,3,39,38,"2014-07-04 19:29:45"
3204,4,35,35,"2014-07-04 19:29:45"
3205,1,34,41,"2014-07-04 22:50:15"
3206,2,81,34,"2014-07-04 22:50:15"
3207,3,88,35,"2014-07-04 22:50:15"
3208,4,62,41,"2014-07-04 22:50:15"
3209,1,42,43,"2014-07-05 07:15:34"
3210,2,54,35,"2014-07-05 07:15:34"
3211,3,45,35,"2014-07-05 07:15:34"
3212,4,49,35,"2014-07-05 07:15:34"
3213,1,71,28,"2014-07-05 14:05:43"
3214,2,59,27,"2014-07-05 14:05:43"
3215,3,40,40,"2014-07-05 14:05:43"
3216,4,49,40,"2014-07-05 14:05:43"
3217,1,41,40,"2014-07-05 17:29:46"
3218,2,36,37,"2014-07-05 17:29:46"
3219,3,69,32,"2014-07-05 17:29:46"
3220,4,71,31,"2014-07-05 17:29:46"
3221,1,40,38,"2014-07-05 20:18:01"
3222,2,77,42,"2014-07-05 20:18:01"
3223,3,33,43,"2014-07-05 20:18:01"
3224,4,61,26,"2014-07-05 20:18:01"
3225,1,43,32,"2014-07-05 21:04:34"
3226,2,39,27,"2014-07-05 21:04:34"
3227,3,40,38,"2014-07-05 21:04:34"
3228,4,48,40,"2014-07-05 21:04:34"
3229,1,63,28,"2014-07-06 06:44:37"
3230,2,60,41,"2014-07-06 06:44:37"
3231,3,36,42,"2014-07-06 06:44:37"
3232,4,41,41,"2014-07-06 06:44:37"
3233,1,85,29,"2014-07-06 12:10:02"
3234,2,61,25,"2014-07-06 12:10:02"
3235,3,59,26,"2014-07-06 12:10:02"
3236,4,38,39,"2014-07-06 12:10:02"
3237,1,30,38,"2014-07-06 14:51:34"
3238,2,35,30,"2014-07-06 14:51:34"
3239,3,67,35,"2014-07-06 14:51:34"
3240,4,88,41,"2014-07-06 14:51:34"
3241,1,57,29,"2014-07-07 00:26:22"
3242,2,86,33,"2014-07-07 00:26:22"
3243,3,30,42,"2014-07-07 00:26:22"
3244,4,44,40,"2014-07-07 00:26:22"
3245,1,64,41,"2014-07-07 00:31:25"
3246,2,65,37,"2014-07-07 00:31:25"
3247,3,70,40,"2014-07-07 00:31:25"
3248,4,87,42,"2014-07-07 00:31:25"
3249,1,48,31,"2014-07-07 08:25:46"
3250,2,78,43,"2014-07-07 08:25:46"
3251,3,30,29,"2014-07-07 08:25:46"
3252,4,72,34,"2014-07-07 08:25:46"
3253,1,49,43,"2014-07-07 11:03:26"
3254,2,35,41,"2014-07-07 11:03:26"
3255,3,49,43,"2014-07-07 11:03:26"
3256,4,70,40,"2014-07-07 11:03:26"
3257,1,35,34,"2014-07-07 19:50:19"
3258,2,32,26,"2014-07-07 19:50:19"
3259,3,77,41,"2014-07-07 19:50:19"
3260,4,42,43,"2014-07-07 19:50:19"
3261,1,88,31,"2014-07-08 04:54:59"
3262,2,71,34,"2014-07-08 04:54:59"
3263,3,62,26,"2014-07-08 04:54:59"
3264,4,37,33,"2014-07-08 04:54:59"
3265,1,32,35,"2014-07-08 09:28:29"
3266,2,77,34,"2014-07-08 09:28:29"
3267,3,45,35,"2014-07-08 09:28:29"
3268,4,68,44,"2014-07-08 09:28:29"
3269,1,79,41,"2014-07-08 16:07:53"
3270,2,49,39,"2014-07-08 16:07:53"
3271,3,65,42,"2014-07-08 16:07:53"
3272,4,50,43,"2014-07-08 16:07:53"
3273,1,54,25,"2014-07-08 22:33:27"
3274,2,33,28,"2014-07-08 22:33:27"
3275,3,74,35,"2014-07-08 22:33:27"
3276,4,79,35,"2014-07-08 22:33:27"
3277,1,34,41,"2014-07-09 06:27:43"
3278,2,68,26,"2014-07-09 06:27:43"
3279,3,38,38,"2014-07-09 06:27:43"
3280,4,70,34,"2014-07-09 06:27:43"
3281,1,55,28,"2014-07-09 06:53:42"
3282,2,34,42,"2014-07-09 06:53:42"
3283,3,33,38,"2014-07-09 06:53:42"
3284,4,56,36,"2014-07-09 06:53:42"
3285,1,76,30,"2014-07-09 13:56:28"
3286,2,73,44,"2014-07-09 13:56:28"
3287,3,58,29,"2014-07-09 13:56:28"
3288,4,35,26,"2014-07-09 13:56:28"
3289,1,77,36,"2014-07-09 21:23:58"
3290,2,82,43,"2014-07-09 21:23:58"
3291,3,47,34,"2014-07-09 21:23:58"
3292,4,82,38,"2014-07-09 21:23:58"
3293,1,53,38,"2014-07-10 03:29:42"
3294,2,46,27,"2014-07-10 03:29:42"
3295,3,76,44,"2014-07-10 03:29:42"
3296,4,53,35,"2014-07-10 03:29:42"
3297,1,52,40,"2014-07-10 09:07:21"
3298,2,79,25,"2014-07-10 09:07:21"
3299,3,34,39,"2014-07-10 09:07:21"
3300,4,57,32,"2014-07-10 09:07:21"
3301,1,75,34,"2014-07-10 12:50:49"
3302,2,56,38,"2014-07-10 12:50:49"
3303,3,62,27,"2014-07-10 12:50:49"
3304,4,50,34,"2014-07-10 12:50:49"
3305,1,44,26,"2014-07-10 23:41:59"
3306,2,67,44,"2014-07-10 23:41:59"
3307,3,31,28,"2014-07-10 23:41:59"
3308,4,43,44,"2014-07-10 23:41:59"
3309,1,61,30,"2014-07-11 02:13:57"
3310,2,35,42,"2014-07-11 02:13:57"
3311,3,33,34,"2014-07-11 02:13:57"
3312,4,80,29,"2014-07-11 02:13:57"
3313,1,89,32,"2014-07-11 03:37:57"
3314,2,64,35,"2014-07-11 03:37:57"
3315,3,61,26,"2014-07-11 03:37:57"
3316,4,80,37,"2014-07-11 03:37:57"
3317,1,68,35,"2014-07-11 12:44:45"
3318,2,32,26,"2014-07-11 12:44:45"
3319,3,77,25,"2014-07-11 12:44:45"
3320,4,74,29,"2014-07-11 12:44:45"
3321,1,54,32,"2014-07-11 18:38:18"
3322,2,41,36,"2014-07-11 18:38:18"
3323,3,57,35,"2014-07-11 18:38:18"
3324,4,60,41,"2014-07-11 18:38:18"
3325,1,57,38,"2014-07-11 22:27:01"
3326,2,68,38,"2014-07-11 22:27:01"
3327,3,83,35,"2014-07-11 22:27:01"
3328,4,67,27,"2014-07-11 22:27:01"
3329,1,84,39,"2014-07-12 02:17:02"
3330,2,44,43,"2014-07-12 02:17:02"
3331,3,37,28,"2014-07-12 02:17:02"
3332,4,41,42,"2014-07-12 02:17:02"
3333,1,48,39,"2014-07-12 12:17:40"
3334,2,76,34,"2014-07-12 12:17:40"
3335,3,57,25,"2014-07-12 12:17:40"
3336,4,31,33,"2014-07-12 12:17:40"
3337,1,71,35,"2014-07-12 19:28:37"
3338,2,55,34,"2014-07-12 19:28:37"
3339,3,66,40,"2014-07-12 19:28:37"
3340,4,76,37,"2014-07-12 19:28:37"
3341,1,80,43,"2014-07-12 21:04:51"
3342,2,88,29,"2014-07-12 21:04:51"
3343,3,31,35,"2014-07-12 21:04:51"
3344,4,69,33,"2014-07-12 21:04:51"
3345,1,42,40,"2014-07-13 01:15:15"
3346,2,48,27,"2014-07-13 01:15:15"
3347,3,58,34,"2014-07-13 01:15:15"
3348,4,58,40,"2014-07-13 01:15:15"
3349,1,70,28,"2014-07-13 01:54:21"
3350,2,57,25,"2014-07-13 01:54:21"
3351,3,40,43,"2014-07-13 01:54:21"
3352,4,88,27,"2014-07-13 01:54:21"
3353,1,33,29,"2014-07-13 05:03:16"
3354,2,54,25,"2014-07-13 05:03:16"
3355,3,46,34,"2014-07-13 05:03:16"
3356,4,82,42,"2014-07-13 05:03:16"
3357,1,31,31,"2014-07-13 08:26:17"
3358,2,53,33,"2014-07-13 08:26:17"
3359,3,79,42,"2014-07-13 08:26:17"
3360,4,76,27,"2014-07-13 08:26:17"
3361,1,71,37,"2014-07-13 12:20:03"
3362,2,35,41,"2014-07-13 12:20:03"
3363,3,37,44,"2014-07-13 12:20:03"
3364,4,57,25,"2014-07-13 12:20:03"
3365,1,75,38,"2014-07-13 23:05:35"
3366,2,84,25,"2014-07-13 23:05:35"
3367,3,86,25,"2014-07-13 23:05:35"
3368,4,47,26,"2014-07-13 23:05:35"
3369,1,61,34,"2014-07-13 23:14:02"
3370,2,84,25,"2014-07-13 23:14:02"
3371,3,43,42,"2014-07-13 23:14:02"
3372,4,51,43,"2014-07-13 23:14:02"
3373,1,83,25,"2014-07-14 01:33:32"
3374,2,83,30,"2014-07-14 01:33:32"
3375,3,37,42,"2014-07-14 01:33:32"
3376,4,42,41,"2014-07-14 01:33:32"
3377,1,87,29,"2014-07-14 04:26:06"
3378,2,45,40,"2014-07-14 04:26:06"
3379,3,52,36,"2014-07-14 04:26:06"
3380,4,64,41,"2014-07-14 04:26:06"
3381,1,39,27,"2014-07-14 14:48:52"
3382,2,56,43,"2014-07-14 14:48:52"
3383,3,61,28,"2014-07-14 14:48:52"
3384,4,86,33,"2014-07-14 14:48:52"
3385,1,73,27,"2014-07-14 19:17:46"
3386,2,51,26,"2014-07-14 19:17:46"
3387,3,47,27,"2014-07-14 19:17:46"
3388,4,80,39,"2014-07-14 19:17:46"
3389,1,77,25,"2014-07-15 04:24:29"
3390,2,39,32,"2014-07-15 04:24:29"
3391,3,49,33,"2014-07-15 04:24:29"
3392,4,89,37,"2014-07-15 04:24:29"
3393,1,53,33,"2014-07-15 09:19:23"
3394,2,55,42,"2014-07-15 09:19:23"
3395,3,46,36,"2014-07-15 09:19:23"
3396,4,66,33,"2014-07-15 09:19:23"
3397,1,59,39,"2014-07-15 15:59:53"
3398,2,83,34,"2014-07-15 15:59:53"
3399,3,55,35,"2014-07-15 15:59:53"
3400,4,35,43,"2014-07-15 15:59:53"
3401,1,47,44,"2014-07-15 20:29:11"
3402,2,36,44,"2014-07-15 20:29:11"
3403,3,61,33,"2014-07-15 20:29:11"
3404,4,44,28,"2014-07-15 20:29:11"
3405,1,34,26,"2014-07-15 20:43:58"
3406,2,69,41,"2014-07-15 20:43:58"
3407,3,33,38,"2014-07-15 20:43:58"
3408,4,32,42,"2014-07-15 20:43:58"
3409,1,49,25,"2014-07-15 21:51:43"
3410,2,87,44,"2014-07-15 21:51:43"
3411,3,88,42,"2014-07-15 21:51:43"
3412,4,68,43,"2014-07-15 21:51:43"
3413,1,70,35,"2014-07-16 03:53:59"
3414,2,62,30,"2014-07-16 03:53:59"
3415,3,85,43,"2014-07-16 03:53:59"
3416,4,42,31,"2014-07-16 03:53:59"
3417,1,38,32,"2014-07-16 05:36:59"
3418,2,71,26,"2014-07-16 05:36:59"
3419,3,77,27,"2014-07-16 05:36:59"
3420,4,75,40,"2014-07-16 05:36:59"
3421,1,32,30,"2014-07-16 13:56:17"
3422,2,84,44,"2014-07-16 13:56:17"
3423,3,35,40,"2014-07-16 13:56:17"
3424,4,32,44,"2014-07-16 13:56:17"
3425,1,38,34,"2014-07-16 14:48:16"
3426,2,74,32,"2014-07-16 14:48:16"
3427,3,87,38,"2014-07-16 14:48:16"
3428,4,39,30,"2014-07-16 14:48:16"
3429,1,50,33,"2014-07-16 20:29:56"
3430,2,72,38,"2014-07-16 20:29:56"
3431,3,54,35,"2014-07-16 20:29:56"
3432,4,35,34,"2014-07-16 20:29:56"
3433,1,55,34,"2014-07-17 07:06:58"
3434,2,61,29,"2014-07-17 07:06:58"
3435,3,88,41,"2014-07-17 07:06:58"
3436,4,71,41,"2014-07-17 07:06:58"
3437,1,51,34,"2014-07-17 17:56:02"
3438,2,78,44,"2014-07-17 17:56:02"
3439,3,74,38,"2014-07-17 17:56:02"
3440,4,53,33,"2014-07-17 17:56:02"
3441,1,68,27,"2014-07-17 18:20:13"
3442,2,61,27,"2014-07-17 18:20:13"
3443,3,82,32,"2014-07-17 18:20:13"
3444,4,76,25,"2014-07-17 18:20:13"
3445,1,76,38,"2014-07-17 21:28:51"
3446,2,37,39,"2014-07-17 21:28:51"
3447,3,80,32,"2014-07-17 21:28:51"
3448,4,32,30,"2014-07-17 21:28:51"
3449,1,38,26,"2014-07-17 22:39:35"
3450,2,56,30,"2014-07-17 22:39:35"
3451,3,34,37,"2014-07-17 22:39:35"
3452,4,59,41,"2014-07-17 22:39:35"
3453,1,83,30,"2014-07-18 04:43:59"
3454,2,76,27,"2014-07-18 04:43:59"
3455,3,80,36,"2014-07-18 04:43:59"
3456,4,61,38,"2014-07-18 04:43:59"
3457,1,69,40,"2014-07-18 06:24:12"
3458,2,32,25,"2014-07-18 06:24:12"
3459,3,69,40,"2014-07-18 06:24:12"
3460,4,36,42,"2014-07-18 06:24:12"
3461,1,43,40,"2014-07-18 11:12:33"
3462,2,33,34,"2014-07-18 11:12:33"
3463,3,62,26,"2014-07-18 11:12:33"
3464,4,74,27,"2014-07-18 11:12:33"
3465,1,83,35,"2014-07-18 13:51:19"
3466,2,81,42,"2014-07-18 13:51:19"
3467,3,81,29,"2014-07-18 13:51:19"
3468,4,43,30,"2014-07-18 13:51:19"
3469,1,51,37,"2014-07-18 18:30:35"
3470,2,55,38,"2014-07-18 18:30:35"
3471,3,36,44,"2014-07-18 18:30:35"
3472,4,51,33,"2014-07-18 18:30:35"
3473,1,55,39,"2014-07-18 21:30:57"
3474,2,62,33,"2014-07-18 21:30:57"
3475,3,36,25,"2014-07-18 21:30:57"
3476,4,78,40,"2014-07-18 21:30:57"
3477,1,54,35,"2014-07-19 02:36:10"
3478,2,87,30,"2014-07-19 02:36:10"
3479,3,56,26,"2014-07-19 02:36:10"
3480,4,82,31,"2014-07-19 02:36:10"
3481,1,30,37,"2014-07-19 04:16:22"
3482,2,88,38,"2014-07-19 04:16:22"
3483,3,53,29,"2014-07-19 04:16:22"
3484,4,71,38,"2014-07-19 04:16:22"
3485,1,78,26,"2014-07-19 06:35:28"
3486,2,38,34,"2014-07-19 06:35:28"
3487,3,44,25,"2014-07-19 06:35:28"
3488,4,83,32,"2014-07-19 06:35:28"
3489,1,61,33,"2014-07-19 14:12:33"
3490,2,66,41,"2014-07-19 14:12:33"
3491,3,69,33,"2014-07-19 14:12:33"
3492,4,43,41,"2014-07-19 14:12:33"
3493,1,53,42,"2014-07-19 23:39:41"
3494,2,33,29,"2014-07-19 23:39:41"
3495,3,51,40,"2014-07-19 23:39:41"
3496,4,82,26,"2014-07-19 23:39:41"
3497,1,77,29,"2014-07-20 00:43:27"
3498,2,52,38,"2014-07-20 00:43:27"
3499,3,56,37,"2014-07-20 00:43:27"
3500,4,39,38,"2014-07-20 00:43:27"
3501,1,61,29,"2014-07-20 05:04:32"
3502,2,88,25,"2014-07-20 05:04:32"
3503,3,80,40,"2014-07-20 05:04:32"
3504,4,80,44,"2014-07-20 05:04:32"
3505,1,46,40,"2014-07-20 09:04:16"
3506,2,36,31,"2014-07-20 09:04:16"
3507,3,86,40,"2014-07-20 09:04:16"
3508,4,67,44,"2014-07-20 09:04:16"
3509,1,34,44,"2014-07-20 19:40:58"
3510,2,88,42,"2014-07-20 19:40:58"
3511,3,62,26,"2014-07-20 19:40:58"
3512,4,38,37,"2014-07-20 19:40:58"
3513,1,48,33,"2014-07-20 21:04:06"
3514,2,46,42,"2014-07-20 21:04:06"
3515,3,64,28,"2014-07-20 21:04:06"
3516,4,64,38,"2014-07-20 21:04:06"
3517,1,54,27,"2014-07-21 01:02:30"
3518,2,51,35,"2014-07-21 01:02:30"
3519,3,36,33,"2014-07-21 01:02:30"
3520,4,79,34,"2014-07-21 01:02:30"
3521,1,65,27,"2014-07-21 05:45:37"
3522,2,80,39,"2014-07-21 05:45:37"
3523,3,65,35,"2014-07-21 05:45:37"
3524,4,86,37,"2014-07-21 05:45:37"
3525,1,66,27,"2014-07-21 07:32:43"
3526,2,55,42,"2014-07-21 07:32:43"
3527,3,76,27,"2014-07-21 07:32:43"
3528,4,70,35,"2014-07-21 07:32:43"
3529,1,65,42,"2014-07-21 17:32:12"
3530,2,30,41,"2014-07-21 17:32:12"
3531,3,75,40,"2014-07-21 17:32:12"
3532,4,40,28,"2014-07-21 17:32:12"
3533,1,37,40,"2014-07-22 00:39:29"
3534,2,82,37,"2014-07-22 00:39:29"
3535,3,38,44,"2014-07-22 00:39:29"
3536,4,59,29,"2014-07-22 00:39:29"
3537,1,81,40,"2014-07-22 11:37:00"
3538,2,66,28,"2014-07-22 11:37:00"
3539,3,57,27,"2014-07-22 11:37:00"
3540,4,74,30,"2014-07-22 11:37:00"
3541,1,83,26,"2014-07-22 13:57:17"
3542,2,76,44,"2014-07-22 13:57:17"
3543,3,53,43,"2014-07-22 13:57:17"
3544,4,82,34,"2014-07-22 13:57:17"
3545,1,55,37,"2014-07-23 00:46:02"
3546,2,84,40,"2014-07-23 00:46:02"
3547,3,50,27,"2014-07-23 00:46:02"
3548,4,62,26,"2014-07-23 00:46:02"
3549,1,43,39,"2014-07-23 08:01:44"
3550,2,83,40,"2014-07-23 08:01:44"
3551,3,70,34,"2014-07-23 08:01:44"
3552,4,85,41,"2014-07-23 08:01:44"
3553,1,73,42,"2014-07-23 08:30:56"
3554,2,63,35,"2014-07-23 08:30:56"
3555,3,68,39,"2014-07-23 08:30:56"
3556,4,72,33,"2014-07-23 08:30:56"
3557,1,43,28,"2014-07-23 16:45:34"
3558,2,49,44,"2014-07-23 16:45:34"
3559,3,81,28,"2014-07-23 16:45:34"
3560,4,67,42,"2014-07-23 16:45:34"
3561,1,37,31,"2014-07-24 03:00:45"
3562,2,38,29,"2014-07-24 03:00:45"
3563,3,40,29,"2014-07-24 03:00:45"
3564,4,71,26,"2014-07-24 03:00:45"
3565,1,64,30,"2014-07-24 07:46:04"
3566,2,44,43,"2014-07-24 07:46:04"
3567,3,37,42,"2014-07-24 07:46:04"
3568,4,57,39,"2014-07-24 07:46:04"
3569,1,36,39,"2014-07-24 14:39:45"
3570,2,52,31,"2014-07-24 14:39:45"
3571,3,75,32,"2014-07-24 14:39:45"
3572,4,54,27,"2014-07-24 14:39:45"
3573,1,62,43,"2014-07-25 00:55:05"
3574,2,35,39,"2014-07-25 00:55:05"
3575,3,84,37,"2014-07-25 00:55:05"
3576,4,37,34,"2014-07-25 00:55:05"
3577,1,45,31,"2014-07-25 02:54:59"
3578,2,72,39,"2014-07-25 02:54:59"
3579,3,44,28,"2014-07-25 02:54:59"
3580,4,48,44,"2014-07-25 02:54:59"
3581,1,73,40,"2014-07-25 05:35:58"
3582,2,70,43,"2014-07-25 05:35:58"
3583,3,34,37,"2014-07-25 05:35:58"
3584,4,43,40,"2014-07-25 05:35:58"
3585,1,49,35,"2014-07-25 07:51:32"
3586,2,85,40,"2014-07-25 07:51:32"
3587,3,40,32,"2014-07-25 07:51:32"
3588,4,44,42,"2014-07-25 07:51:32"
3589,1,53,39,"2014-07-25 17:12:57"
3590,2,51,30,"2014-07-25 17:12:57"
3591,3,63,35,"2014-07-25 17:12:57"
3592,4,48,32,"2014-07-25 17:12:57"
3593,1,30,39,"2014-07-25 22:50:37"
3594,2,40,37,"2014-07-25 22:50:37"
3595,3,73,37,"2014-07-25 22:50:37"
3596,4,30,43,"2014-07-25 22:50:37"
3597,1,62,40,"2014-07-26 03:08:28"
3598,2,67,41,"2014-07-26 03:08:28"
